# path	reason
@source-pattern	cooldis\.events/0\.3	Frozen event-kind vocabulary version.
@source-pattern	(^|[^[:alnum:]_.-])cooldis\.events/0\.5([^[:alnum:]_.-]|$)	Frozen event-kind vocabulary version.
@source-pattern	cooldis\.event\.	Frozen event payload schema-ID namespace.
@source-pattern	cooldis\.stream\.	Frozen stream schema-ID namespace.
@source-pattern	cooldis\.context\.[a-z0-9_.-]+/[0-9]+	Frozen context schema IDs.
@source-pattern	cooldis\.debug\.[a-z0-9_.-]+/[0-9]+	Frozen debug schema IDs.
@source-pattern	cooldis\.(spawn_subagent|submit_to_thread|wait_thread|children_of|cancel_thread|shutdown_thread|create_checkpoint|thread_(spawn|submit|wait|status|cancel)|mandate_(start|revoke|list)|process_(exec|poll|write|terminate)|notify_preview|channel_emit)	Frozen operation names recorded in receipts.
@source-pattern	cooldis\.tool([^a-z0-9]|$)	Frozen tool-package and tool-receipt format IDs.
@source-pattern	cooldis\.operation/0\.1	Frozen operation ABI string.
@source-pattern	cooldis\.runtime\.kind	Frozen operation metadata key.
@source-pattern	cooldis\.coupling\.[a-z0-9_.-]+/[0-9.]+	Frozen coupling ABI and schema IDs.
@source-pattern	cooldis_0\.1	Frozen Wasm host import module.
@source-pattern	cooldis\.net\.http/0\.1	Frozen Wasm HTTP ABI string.
@source-pattern	cooldis\.agent\.	Frozen persisted agent metadata keys and source formats.
@source-pattern	cooldis\.agent-(contract|thread-declaration|thread-handle)	Frozen legacy agent contract record kinds.
@source-pattern	cooldis\.thread-(contract|declaration|handle|id|spawn-receipt)	Frozen thread contract and receipt format IDs.
@source-pattern	cooldis\.thread\.[a-z0-9_.-]+(/[0-9]+)?	Frozen thread schema IDs and metadata keys.
@source-pattern	cooldis\.app_server\.[a-z0-9_.-]+	Frozen persisted app-server metadata keys.
@source-pattern	cooldis\.(admission|observation|orch|handle|identity|remote)[a-z0-9_.:/-]*	Frozen persisted admission, observation, placement, handle, identity, and remote IDs.
@source-pattern	cooldis\.(blob|import-build-receipt|ingress\.v1|trace\.common/1)	Frozen blob, import, ingress, and trace format IDs.
@source-pattern	cooldis\.(capsule_bindings\.operation_names|example\.[a-z0-9_.-]+/[0-9]+|scaffold\.[a-z0-9_.-]+/[0-9]+)	Frozen legacy config and example-fixture format IDs.
@source-pattern	["']cooldis\.["']	Frozen reserved schema-cohort prefix.
@source-pattern	COOLDIS\.orch\.placement/1	Compatibility assertion for case-insensitive reserved schema cohorts.
@source-pattern	cooldis_(app_server|coalesce_(bursts|max_batch|window_ms)|coalesced_(batch_size|source_envelope_ids)|daemon_(egress_(cursors|dead_letters(_route)?|threads(_route)?)|ingress_(bindings|ownership(_key)?))|identity_(active_bootstrap_root|auth_rejections|credentials(_principal)?|host_effects(_session)?|principals(_active_kind)?|sessions(_id|_offline)?)|ingress_dedupe(_delete_ownership)?|mandate_event_id|mcp_source_records|remote_(child_queue_cursor|turn_(id|input))|route_(agent_ref|id|policy|threading)|scheduled_for|secret_records|session_id|stream_(leases(_scope_latest)?|propagation_state|write_credentials(_lease)?)|sync_(push_rejections(_stream)?|\{\}\{\})|tenant_id|user_id)([^[:alnum:]_]|$)	Frozen persisted storage names and metadata keys.
@source-pattern	__COOLDIS_CONSOLE_CONFIG__	Shipped embedded-console bridge key.
.github/CODEOWNERS	Repository remote site or external workflow identity is out of scope for EMO-520.
.github/ISSUE_TEMPLATE/config.yml	Repository remote site or external workflow identity is out of scope for EMO-520.
CHANGELOG.md	Rename and deprecation-window receipt for v0.3.0.
agent-tools/pi-kit/edit/verlet.tool.toml	Frozen tool-package format ID required by the fixed Pi kit manifest.
agent-tools/pi-kit/read/verlet.tool.toml	Frozen tool-package format ID required by the fixed Pi kit manifest.
agent-tools/pi-kit/search/verlet.tool.toml	Frozen tool-package format ID required by the fixed Pi kit manifest.
agent-tools/pi-kit/write/verlet.tool.toml	Frozen tool-package format ID required by the fixed Pi kit manifest.
agent-tools/wasm/abi-fs/src/lib.rs	Stable Wasm host import module remains unchanged for compatibility.
agent-tools/wasm/edit/src/lib.rs	Stable Wasm host import module remains unchanged for compatibility.
agent-tools/wasm/read/src/lib.rs	Stable Wasm host import module remains unchanged for compatibility.
agent-tools/wasm/search/src/lib.rs	Stable Wasm host import module remains unchanged for compatibility.
agent-tools/wasm/write/src/lib.rs	Stable Wasm host import module remains unchanged for compatibility.
apps/console/src/App.svelte	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
apps/console/src/lib/app.svelte.ts	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
apps/console/src/lib/schema.ts	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-abi/src/lib.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-agent/src/contracts.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-guest-sdk-macros/src/lib.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-guest-sdk/src/contract.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-guest-sdk/src/lib.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-guest-sdk/src/testkit.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-history-sqlite/src/lib.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-history-sqlite/src/tests.rs	Compatibility assertion for a stable persisted storage ABI or wire identifier.
crates/verlet-history-sqlite/tests/fixtures/rusqlite-history-stream-v0.sqlite3	Frozen golden or persisted-record fixture must replay byte-for-byte.
crates/verlet-history/src/lib.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-history/src/tests.rs	Compatibility assertion for a stable persisted storage ABI or wire identifier.
crates/verlet-io-pgqrs/src/lib.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/adapters/agent_loop.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/adapters/agent_loop/tests.rs	Compatibility assertion for a stable persisted storage ABI or wire identifier.
crates/verlet-kernel/src/adapters/app_server/connection.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/adapters/app_server.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/adapters/app_server/orchestrator_boundary.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/adapters/app_server/tests.rs	Compatibility assertion for a stable persisted storage ABI or wire identifier.
crates/verlet-kernel/src/adapters/app_server/threads.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/adapters/mcp_client.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/adapters/mcp_server/tests.rs	Compatibility assertion for a stable persisted storage ABI or wire identifier.
crates/verlet-kernel/src/agent/agent_process.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/agent/agent_process/tests.rs	Compatibility assertion for a stable persisted storage ABI or wire identifier.
crates/verlet-kernel/src/agent/agent_tool_router.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/agent/agent_tool_router/tests.rs	Compatibility assertion for a stable persisted storage ABI or wire identifier.
crates/verlet-kernel/src/agent/coupling_templates.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/agent/manifest/tests.rs	Compatibility assertion for a stable persisted storage ABI or wire identifier.
crates/verlet-kernel/src/agent/manifest_bind.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/agent/manifest_bind/tests.rs	Compatibility assertion for a stable persisted storage ABI or wire identifier.
crates/verlet-kernel/src/agent/tool_universe.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/capabilities/execution/tests.rs	Compatibility assertion for a stable persisted storage ABI or wire identifier.
crates/verlet-kernel/src/capabilities/wasm_runner/tests.rs	Compatibility assertion for a stable persisted storage ABI or wire identifier.
crates/verlet-kernel/src/cli/coupling.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/cli/daemon/tests.rs	Compatibility assertion for a stable persisted storage ABI or wire identifier.
crates/verlet-kernel/src/daemon/clock_route.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/daemon/daemon_config.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/daemon/daemon_io.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/daemon/daemon_io/tests.rs	Compatibility assertion for a stable persisted storage ABI or wire identifier.
crates/verlet-kernel/src/daemon/handle_ingress.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/daemon/identity.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
crates/verlet-kernel/src/daemon/remote_store/endpoint.rs	Stable persisted storage ABI or wire identifier remains unchanged for compatibility.
